Open,High,Low,Close,Adj Close,Volume
64.19999694824219,64.48200225830078,64.1500015258789,64.41000366210938,64.41000366210938,176218
64.37999725341797,64.4800033569336,64.3499984741211,64.38500213623047,64.38500213623047,26779
64.37000274658203,64.48999786376953,64.33000183105469,64.375,64.375,16233
64.36509704589844,64.38330078125,64.20999908447266,64.20999908447266,64.20999908447266,13806
64.20999908447266,64.36000061035156,64.16999816894531,64.33000183105469,64.33000183105469,28465
64.31999969482422,64.37999725341797,64.27799987792969,64.30999755859375,64.30999755859375,36061
64.29499816894531,64.31999969482422,64.26000213623047,64.27999877929688,64.27999877929688,12836
64.30000305175781,64.36000061035156,64.27999877929688,64.33000183105469,64.33000183105469,17424
64.36499786376953,64.36499786376953,64.26000213623047,64.34500122070312,64.34500122070312,16315
64.37999725341797,64.4800033569336,64.375,64.45999908447266,64.45999908447266,28442
64.47000122070312,64.48500061035156,64.37000274658203,64.3949966430664,64.3949966430664,18848
64.3949966430664,64.3949966430664,64.27999877929688,64.28500366210938,64.28500366210938,20776
64.30999755859375,64.31999969482422,64.23999786376953,64.26000213623047,64.26000213623047,21012
64.26000213623047,64.26000213623047,64.16999816894531,64.18000030517578,64.18000030517578,27243
64.16999816894531,64.18000030517578,64.01000213623047,64.04499816894531,64.04499816894531,35033
64.04499816894531,64.11949920654297,63.90999984741211,63.927101135253906,63.927101135253906,50252
63.90999984741211,64.01000213623047,63.88999938964844,63.939998626708984,63.939998626708984,27560
63.91999816894531,63.939998626708984,63.86000061035156,63.93000030517578,63.93000030517578,45769
63.91999816894531,63.95000076293945,63.900001525878906,63.93000030517578,63.93000030517578,14674
63.939998626708984,64.01000213623047,63.9203987121582,63.970001220703125,63.970001220703125,34248
63.970001220703125,63.97999954223633,63.83000183105469,63.88999938964844,63.88999938964844,65494
63.880001068115234,63.90999984741211,63.83000183105469,63.83000183105469,63.83000183105469,16204
63.84000015258789,63.869998931884766,63.7400016784668,63.7400016784668,63.7400016784668,33561
63.724998474121094,63.81050109863281,63.709999084472656,63.810001373291016,63.810001373291016,30120
63.81100082397461,63.86000061035156,63.790000915527344,63.849998474121094,63.849998474121094,21685
63.84000015258789,63.900001525878906,63.79999923706055,63.79999923706055,63.79999923706055,20274
63.81999969482422,63.91999816894531,63.81999969482422,63.9197998046875,63.9197998046875,20656
63.93000030517578,64.0,63.93000030517578,63.974998474121094,63.974998474121094,32936
63.97999954223633,63.9900016784668,63.91999816894531,63.93980026245117,63.93980026245117,14151
63.93980026245117,64.01000213623047,63.91999816894531,63.939998626708984,63.939998626708984,25914
63.93000030517578,63.939998626708984,63.77000045776367,63.83000183105469,63.83000183105469,20741
63.83300018310547,63.880001068115234,63.79999923706055,63.880001068115234,63.880001068115234,12595
63.8849983215332,63.900001525878906,63.849998474121094,63.869998931884766,63.869998931884766,14322
63.880001068115234,63.9900016784668,63.880001068115234,63.97999954223633,63.97999954223633,15856
63.99399948120117,64.16000366210938,63.99399948120117,64.125,64.125,0
64.12000274658203,64.13999938964844,64.00499725341797,64.01000213623047,64.01000213623047,22104
64.01000213623047,64.06500244140625,63.959999084472656,64.02909851074219,64.02909851074219,15743
64.02989959716797,64.06500244140625,64.0199966430664,64.04630279541016,64.04630279541016,11317
64.05000305175781,64.06999969482422,63.95000076293945,63.97999954223633,63.97999954223633,18764
63.97999954223633,64.01000213623047,63.959999084472656,63.970001220703125,63.970001220703125,14775
63.959999084472656,63.979801177978516,63.849998474121094,63.95000076293945,63.95000076293945,14599
63.94020080566406,64.01000213623047,63.91999816894531,63.9900016784668,63.9900016784668,14545
64.0,64.0,63.900001525878906,63.90999984741211,63.90999984741211,15474
63.8849983215332,63.8849983215332,63.78779983520508,63.79499816894531,63.79499816894531,18441
63.78010177612305,63.810001373291016,63.744998931884766,63.7599983215332,63.7599983215332,17561
63.763999938964844,63.763999938964844,63.599998474121094,63.66999816894531,63.66999816894531,39663
63.65999984741211,63.70000076293945,63.65999984741211,63.68000030517578,63.68000030517578,14002
63.67499923706055,63.685001373291016,63.6349983215332,63.6349983215332,63.6349983215332,15698
63.630001068115234,63.70000076293945,63.560001373291016,63.68000030517578,63.68000030517578,14821
63.661399841308594,63.661399841308594,63.661399841308594,63.661399841308594,63.661399841308594,0
